A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
1533,0.2,-3.2,1.1,-0.4,-1.3,4.2,-0.9,good
1534,2.9,-4.2,-3.1,0.5,4.5,0.6,0.8,good
1535,1.1,-1.5,0.7,1.0,1.1,1.5,-1.8,good
1536,-0.4,-1.7,0.6,0.8,-0.4,1.5,-0.3,bad
1537,-1.4,0.2,-3.3,-0.6,-4.5,1.8,-0.8,bad
1538,-4.4,-1.4,-0.2,0.0,4.4,2.3,4.1,bad
1539,-1.8,0.7,-1.8,0.3,-0.9,1.7,0.7,bad
1540,-1.8,-0.4,-2.3,1.5,-0.1,2.6,0.0,bad
1541,0.1,-2.4,1.5,3.4,2.9,-4.4,2.7,good
1542,-0.3,0.4,1.5,2.8,-1.1,-1.5,0.3,bad
1543,0.3,-4.3,2.5,3.7,3.3,1.1,1.2,good
1544,-0.0,-0.2,-0.9,0.7,1.0,-2.1,-2.9,good
1545,-3.8,-1.8,-0.5,1.6,-0.3,4.6,-1.5,bad
1546,-1.9,3.2,-2.3,1.5,3.0,-1.5,-3.9,good
1547,-0.3,1.9,-1.2,-1.1,-2.0,1.9,-1.8,good
1548,2.6,-4.3,-2.1,-1.9,2.5,1.7,0.8,good
1549,-0.7,-1.1,0.9,0.7,-0.3,1.3,-2.2,good
1550,2.7,-1.2,-0.4,0.1,1.3,-0.1,2.1,good
1551,3.6,-3.2,0.4,-2.1,3.1,0.5,3.1,good
1552,-0.2,-1.5,0.8,1.7,0.8,1.4,0.6,good
1553,1.2,-0.3,-0.0,0.8,4.3,-3.1,0.7,good
1554,-2.0,-2.0,-0.2,1.0,-3.1,0.7,-1.8,bad
1555,0.1,2.2,-2.5,0.3,-2.0,-0.6,1.4,bad
1556,-1.4,-3.0,3.5,1.1,2.5,0.7,-1.2,good
1557,4.5,0.0,-2.0,0.1,1.6,1.1,1.7,good
1558,-0.5,-2.9,1.0,1.4,-3.7,-1.8,-3.1,bad
1559,0.4,0.2,0.9,-1.1,3.8,-2.5,2.9,good
1560,2.2,-1.6,0.9,1.9,1.3,1.4,-2.3,good
1561,0.6,-3.8,-2.5,-1.5,1.7,0.9,-0.0,good
1562,2.2,-0.4,-1.1,-1.3,1.0,0.8,2.1,good
1563,-1.9,-0.2,1.1,-0.3,-2.2,1.0,0.8,bad
1564,1.9,-0.7,1.2,-2.0,2.8,-0.7,4.8,good
1565,-2.5,-1.3,0.7,1.5,-2.7,0.4,-0.4,bad
1566,1.0,-1.0,1.7,0.7,3.6,-3.1,4.0,good
1567,-1.8,-0.6,0.4,2.8,-1.8,1.1,1.2,bad
1568,-3.0,-0.3,1.1,1.8,0.7,-4.5,0.8,good
1569,1.0,-2.7,-0.6,3.4,-4.0,-0.9,-1.0,bad
1570,-2.2,-0.4,-0.4,2.7,2.3,0.1,-0.9,good
1571,-1.3,-0.7,-3.4,-0.9,1.0,4.6,-1.6,bad
1572,1.3,-0.4,-0.9,3.0,0.8,-2.0,0.9,good
1573,2.9,0.8,-1.8,1.5,1.0,-1.8,0.3,bad
1574,0.8,-2.1,-2.2,2.7,1.4,-1.4,0.4,good
1575,3.3,-1.6,-2.0,2.4,0.6,0.4,2.4,good
1576,0.9,-1.0,0.4,1.5,1.1,-1.9,2.6,good
1577,-0.2,2.2,-1.7,0.9,-1.2,-1.0,0.1,good
1578,-0.5,-2.7,1.2,0.9,1.1,1.9,-0.5,good
1579,-1.6,-1.9,0.9,2.2,1.9,0.8,0.5,good
1580,1.3,0.3,0.5,0.2,2.8,-1.9,3.2,good
1581,0.8,-0.4,-4.2,0.6,0.8,2.3,-1.9,bad
1582,1.4,-2.0,-0.5,2.9,0.9,2.3,-0.3,good
1583,-0.7,-2.9,1.4,2.5,-1.8,-2.8,-3.5,bad
1584,-1.8,0.8,-0.6,1.6,0.0,0.7,-0.4,bad
1585,-1.0,-0.8,-0.2,-0.1,-2.2,1.9,0.3,bad
1586,2.1,-1.2,-3.2,2.0,2.0,-0.3,-1.0,good
1587,-1.6,-0.6,-2.5,-0.3,0.5,2.1,-2.4,bad
1588,0.6,1.5,-0.3,2.2,0.1,-2.1,1.6,good
1589,-1.7,-2.4,3.4,0.2,1.9,0.7,-0.7,good
1590,0.7,-4.5,3.0,2.7,2.6,2.2,1.4,good
1591,-1.2,-1.1,-1.1,0.4,2.4,0.4,2.3,bad
1592,-3.5,1.1,-0.7,-1.3,-0.0,0.9,-1.5,good
1593,-3.0,0.4,1.4,0.4,1.9,-0.9,2.7,bad
1594,0.1,-0.7,2.4,1.6,0.2,-3.0,4.7,good
1595,-3.2,0.4,0.6,-0.6,1.0,0.3,-2.3,good
1596,-1.4,-0.1,1.6,1.1,0.2,0.8,-0.5,good
1597,2.4,0.6,-2.3,-1.6,2.5,0.9,2.4,good
1598,-3.1,-2.3,0.7,1.5,0.3,2.3,1.7,bad
1599,1.2,-1.3,-1.8,2.0,-0.5,0.3,0.7,bad
1600,0.5,0.2,0.3,1.8,-0.3,-2.2,0.7,good
1601,-0.2,-4.5,3.9,1.5,1.6,1.4,-0.8,good
1602,1.2,-1.9,-3.3,1.4,0.5,0.3,-2.0,good
1603,1.0,-1.7,-1.5,-3.7,1.8,1.0,-1.3,good
1604,-0.2,-1.7,0.2,-0.0,0.3,2.1,-3.4,good
1605,-1.0,-0.9,-0.4,-0.4,1.0,-2.2,2.7,bad
1606,-0.6,1.5,-1.9,1.9,2.0,0.1,-2.2,good
1607,0.3,-1.1,0.5,1.2,0.8,-0.0,-0.7,bad
1608,-1.2,-2.3,1.2,2.7,0.0,1.5,1.5,good
1609,0.9,-1.4,-0.3,1.9,3.8,-2.9,1.4,good
1610,-0.3,-1.7,0.5,-0.8,2.1,-2.0,4.6,bad
1611,-1.3,-0.0,0.9,1.1,1.4,1.4,1.6,bad
1612,0.4,0.2,0.5,-1.4,-1.2,-0.3,1.3,good
1613,0.1,-1.4,-3.2,1.1,-1.3,3.5,-0.9,bad
1614,-2.4,-1.6,-0.5,0.3,3.4,0.4,4.3,bad
1615,-0.1,-0.3,-0.4,0.2,-1.8,0.9,0.4,bad
1616,-1.0,-0.8,-0.2,0.6,-1.8,-1.4,-1.0,good
1617,-1.2,0.1,-0.6,1.4,0.1,0.7,0.5,bad
1618,-1.4,-2.2,-1.9,0.5,-0.1,3.1,0.4,bad
1619,-1.3,-0.4,-0.5,1.2,-2.1,-0.0,-0.2,bad
1620,-0.1,-1.0,-3.0,-0.9,2.3,0.4,2.3,bad
1621,-2.3,1.4,-2.7,0.7,-0.4,1.5,0.1,bad
1622,1.4,0.8,1.6,-1.4,4.2,-2.3,3.8,good
1623,1.9,-2.7,0.9,1.4,-3.9,-0.8,-0.9,bad
1624,-0.5,-1.3,-0.6,2.1,-2.2,-1.1,-1.6,bad
1625,-2.7,-2.8,-0.7,2.6,-0.4,4.7,-0.4,bad
1626,0.1,0.0,-0.4,3.4,0.8,0.6,-1.2,good
1627,0.4,0.1,-1.3,1.0,0.1,0.3,0.2,bad
1628,-0.5,-0.8,0.6,0.5,-0.5,2.6,-0.0,good
1629,0.3,-5.6,-4.5,4.2,-2.3,1.1,-1.2,good
1630,0.1,0.1,-1.7,0.3,-0.8,2.2,-1.7,good
1631,-5.3,-1.7,2.1,2.1,-0.4,3.2,1.0,bad
1632,-2.8,-0.9,2.3,3.5,-1.6,1.6,1.4,bad
1633,-0.6,0.7,-1.2,2.0,1.7,0.4,-1.6,good
1634,-0.1,-0.0,-1.9,0.7,0.5,1.7,-1.7,good
1635,-1.3,0.3,-0.2,3.3,-1.8,1.8,0.7,bad
1636,-2.2,0.7,-0.8,0.3,2.2,-0.6,-5.0,good
1637,-4.2,-1.7,-2.1,-0.4,3.2,4.0,1.7,bad
1638,-1.4,0.3,-1.1,1.6,1.3,0.3,-0.2,good
1639,-1.6,0.4,0.9,2.6,0.3,-3.9,2.4,good
1640,-0.4,-1.1,0.5,0.5,0.4,2.3,0.0,good
1641,1.0,-1.5,0.2,2.1,0.7,1.5,0.8,good
1642,-0.9,-0.2,0.5,-0.1,-0.0,1.5,-2.1,good
1643,-1.8,-0.4,0.2,3.4,-0.4,-0.7,0.7,bad
1644,2.2,-2.4,-0.3,1.5,-3.1,-1.4,-2.2,bad
1645,0.4,-0.5,1.6,-0.9,0.3,-1.4,3.3,good
1646,0.3,-4.1,3.9,-0.3,0.5,2.9,-0.8,good
1647,-1.5,0.6,-0.4,2.0,1.5,0.8,0.9,bad
1648,1.1,-0.4,-5.5,2.0,0.5,5.2,-3.5,bad
1649,-2.9,-0.2,1.0,-0.7,0.0,1.0,-3.0,good
1650,-2.1,-1.7,-0.2,0.0,3.4,1.7,1.1,bad
1651,-0.2,0.3,0.8,2.3,-0.8,-1.6,1.7,bad
1652,2.9,1.5,-2.6,2.3,-3.2,0.5,4.8,bad
1653,-0.1,0.4,-2.6,0.5,-0.9,2.0,0.6,good
1654,-1.9,-0.5,1.2,2.3,-2.9,-2.1,0.2,bad
1655,0.8,-4.3,-3.2,2.2,-1.5,6.1,-2.6,bad
1656,0.6,-1.1,-0.9,2.1,-3.0,-0.3,0.1,bad
1657,-0.8,-2.0,-2.0,1.1,2.7,3.4,-0.1,bad
1658,-0.4,1.1,0.4,2.4,-1.2,-0.3,-0.7,bad
1659,-1.7,-1.4,2.3,0.5,0.8,0.8,2.2,good
1660,-1.9,1.7,-3.3,1.6,-1.3,-0.9,-1.1,good
1661,-1.1,2.8,0.8,-2.9,1.4,-1.8,2.3,good
1662,1.8,-0.5,-2.6,1.7,-3.0,-0.6,-0.5,bad
1663,-0.5,-2.5,-0.7,2.1,1.9,2.1,1.7,bad
1664,-1.6,1.6,0.3,0.8,0.5,-1.7,0.2,bad
1665,0.0,0.3,-0.7,2.0,1.4,-0.4,1.8,bad
1666,-2.1,-0.3,0.3,1.5,1.6,1.2,3.0,good
1667,-1.6,-1.6,-0.8,-0.7,-1.0,2.6,-1.7,bad
1668,1.5,-1.4,-3.0,0.1,-0.1,0.7,1.5,bad
1669,0.8,-3.1,-0.9,0.4,3.3,-1.4,1.9,good
1670,-1.0,-1.2,0.2,0.8,-0.1,-0.8,3.0,bad
1671,-1.5,-0.7,0.9,1.9,0.4,0.5,-1.3,good
1672,-1.7,-3.7,-1.2,1.1,-2.5,1.1,-4.5,bad
1673,-2.5,-0.9,1.6,0.1,1.9,0.3,-3.3,good
1674,-1.1,-0.5,-2.0,1.6,-3.7,0.5,-0.2,bad
1675,2.3,-3.5,-0.7,-0.2,4.1,-0.8,1.1,good
1676,-0.1,-1.3,0.3,2.1,-1.0,0.2,0.3,bad
1677,-3.9,-1.5,-0.6,0.6,1.0,1.7,3.2,bad
1678,-0.7,-0.1,-1.1,1.5,0.6,0.7,0.2,bad
1679,0.9,-2.1,-2.9,0.3,1.8,1.1,4.1,bad
1680,-1.2,-0.8,-0.8,1.2,2.7,1.7,0.4,bad
1681,-0.2,-2.3,1.0,0.8,-0.6,2.4,0.8,good
1682,-2.9,-1.2,2.5,3.5,4.8,-2.7,-2.1,good
1683,-2.9,-1.6,-0.5,0.9,2.2,3.8,0.5,bad
1684,1.5,-1.9,-2.1,-0.3,2.8,0.1,1.6,good
1685,0.6,-1.9,-0.6,2.5,-1.0,-1.7,-1.0,good
1686,-0.9,0.4,-1.4,1.9,-0.7,1.4,-0.4,bad
1687,-0.9,-2.6,0.8,1.9,0.8,1.6,-1.2,good
1688,1.2,-3.5,-1.9,1.8,-0.5,-0.1,-1.3,good
1689,-1.8,0.8,-1.3,0.7,2.2,-0.0,-4.7,good
1690,-2.9,0.7,-1.5,1.4,3.1,0.2,-1.6,good
1691,-2.9,-0.9,3.1,1.2,2.6,-1.1,-1.9,good
1692,-1.0,2.5,-3.0,0.5,-0.5,-0.2,1.8,good
1693,2.9,-0.7,-1.6,0.8,-0.6,0.7,0.8,good
1694,-3.5,0.3,2.3,-1.6,3.0,-0.3,-1.7,good
1695,1.4,-2.0,0.3,4.5,-2.3,-2.3,0.0,bad
1696,-3.2,-0.6,-2.0,1.3,1.3,5.8,-2.2,bad
1697,0.3,-1.0,-1.1,4.9,-3.0,-2.2,0.6,bad
1698,-0.9,-1.6,-0.1,0.8,0.2,-0.1,1.4,bad
1699,-2.2,0.5,0.2,1.4,2.5,-0.4,-1.9,good
1700,-3.1,-0.7,1.3,-0.4,1.1,1.3,0.7,good
1701,-0.3,-1.4,0.2,2.6,1.9,0.9,-0.3,good
1702,-5.6,-1.9,-2.1,-2.1,0.6,5.8,-4.1,bad
1703,-1.3,-3.2,3.0,2.5,3.1,-0.7,-2.1,good
1704,-2.3,-0.8,-1.8,-0.1,1.4,2.4,-0.4,bad
1705,0.5,-3.0,-1.4,0.6,1.4,-0.8,-0.5,good
1706,-1.8,1.2,0.2,0.7,-0.1,-0.1,1.3,bad
1707,0.5,0.7,-3.1,3.0,-1.7,-0.7,-2.0,good
1708,-2.9,0.6,1.8,-1.1,0.1,1.4,1.0,bad
1709,-1.8,-0.6,-0.3,1.0,1.3,-0.3,-2.3,bad
1710,-1.5,-2.8,2.1,2.4,2.5,0.8,2.0,good
1711,3.3,-1.6,-4.2,2.2,-0.6,1.5,-2.8,good
1712,-2.3,2.5,-5.9,0.2,-0.9,5.2,2.8,bad
1713,2.7,-1.6,-3.2,-0.2,-0.5,2.2,0.8,good
1714,-1.7,-0.3,-5.0,0.6,1.1,3.4,-2.5,bad
1715,0.6,1.7,-2.5,0.4,-1.0,2.0,2.9,bad
1716,0.6,-3.1,-2.7,2.1,-2.0,0.9,-3.3,bad
1717,0.1,0.5,-1.5,0.1,3.1,-0.1,-0.5,bad
1718,-1.7,-1.3,-0.4,2.7,-1.4,0.6,0.0,bad
1719,-2.9,-2.9,-1.1,1.8,2.3,3.7,2.2,bad
1720,1.8,-2.4,-1.0,0.9,0.4,-0.1,0.8,good
1721,-2.4,-2.7,1.8,1.1,-2.7,0.7,-1.3,bad
1722,-2.6,-1.4,0.4,1.4,1.6,1.3,2.6,bad
1723,0.1,0.5,0.4,0.8,4.0,-3.3,2.5,good
1724,-0.3,-0.7,-0.7,-2.2,1.7,-0.2,1.9,good
1725,0.8,-1.6,-1.8,0.1,2.8,1.1,0.1,bad
1726,3.6,-2.8,-1.2,0.4,2.6,0.3,2.1,good
1727,1.1,-1.5,1.0,1.3,0.8,0.7,-2.7,good
1728,1.2,-1.4,-1.5,2.4,-0.0,-0.5,2.7,good
1729,-1.3,0.5,-1.2,2.9,-1.8,-1.9,0.1,good
1730,1.4,-2.7,1.0,2.0,-2.0,-1.2,-1.6,bad
1731,1.4,-0.5,-2.5,1.9,1.7,2.0,-2.7,bad
1732,4.4,1.2,-2.2,-0.0,2.8,0.7,1.6,good
1733,1.1,0.6,-1.5,2.1,-1.4,1.3,3.5,bad
1734,0.6,-1.5,-0.4,3.0,-1.5,-1.7,0.6,good
1735,-1.5,-2.2,0.9,0.9,-2.6,-0.5,-2.2,bad
1736,0.8,-2.7,-1.3,0.2,0.3,-0.2,2.9,bad
1737,2.2,-0.7,-2.6,1.6,2.3,-0.4,2.4,bad
1738,0.9,0.6,-2.3,0.1,-0.3,2.6,1.8,bad
1739,1.2,-4.5,-2.7,0.4,1.1,0.6,-1.3,good
1740,0.3,-2.7,-0.2,2.4,0.3,-2.1,-0.2,good
1741,0.1,0.2,-1.2,0.1,-0.7,1.5,0.7,bad
1742,0.8,-2.0,-0.7,-0.3,-0.3,0.1,1.7,good
1743,0.6,0.9,-1.8,1.5,1.9,1.1,-1.4,good
1744,-1.8,-0.7,-0.4,2.0,0.7,1.6,2.4,good
1745,-0.2,0.8,0.2,-2.1,-1.0,-0.1,1.8,good
1746,-3.4,0.4,-2.4,1.5,0.6,2.8,0.3,bad
1747,-0.2,0.6,-2.3,4.1,-0.1,1.2,3.1,bad
1748,-0.8,-1.0,-1.7,-0.1,-0.0,-0.6,-0.3,good
1749,-2.1,-3.2,5.5,1.8,1.6,-0.1,-0.1,good
1750,-1.5,-0.1,0.5,1.7,0.9,0.5,0.5,good
1751,-2.8,1.1,-1.1,-1.6,1.4,3.7,0.4,bad
1752,-1.9,-3.3,4.4,0.4,2.4,0.7,-1.4,good
1753,0.2,-3.1,1.0,2.2,-0.5,-0.8,-2.8,bad
1754,0.9,-4.3,0.4,-1.2,5.2,-1.7,2.1,good
1755,-0.7,-1.0,2.3,2.0,2.8,0.3,-1.0,good
1756,-2.2,-0.5,-1.3,2.3,0.4,1.6,1.7,bad
1757,-1.2,-0.2,2.2,1.1,1.1,-3.6,3.4,bad
1758,0.0,-0.2,-2.1,2.4,-1.0,-1.3,-1.3,bad
1759,0.7,0.2,-0.9,0.9,3.1,-2.3,0.0,good
1760,-0.9,-1.6,2.0,3.1,-2.5,-1.9,3.4,bad
1761,-2.2,-3.0,-1.4,-0.9,0.8,1.1,5.1,bad
1762,0.8,-1.6,-0.6,2.6,0.2,2.3,-0.2,good
1763,2.5,-2.1,0.2,0.2,3.6,-1.1,3.4,good
1764,0.4,1.2,-1.2,3.6,-2.7,-2.9,2.0,bad
1765,1.1,0.9,-2.1,1.8,-1.9,0.1,0.7,good
1766,-3.1,0.2,-1.2,-0.6,2.9,3.4,-1.1,bad
1767,0.6,-3.3,3.3,1.9,-0.0,2.5,3.1,good
1768,-2.6,-0.7,-3.0,-0.3,-0.8,2.4,-2.8,bad
1769,-1.4,0.2,0.2,1.7,0.0,0.4,-0.2,bad
1770,-2.6,1.2,-0.5,0.3,1.4,2.1,1.5,bad
1771,-1.4,-1.5,0.8,0.6,1.4,1.0,-1.9,good
1772,-1.7,-5.7,1.5,1.2,-3.3,0.8,-5.4,bad
1773,3.1,-0.6,-1.0,2.0,2.5,-1.1,1.3,good
1774,-2.3,-0.3,3.6,-1.1,0.6,-0.5,-1.4,good
1775,-2.8,1.2,0.6,-0.5,-0.0,1.0,-0.0,good
1776,-0.6,-2.7,-1.1,1.3,-2.2,0.4,-3.5,bad
1777,0.8,0.0,-1.1,1.4,0.1,-2.1,0.8,bad
1778,-3.3,-2.2,-0.9,1.7,-0.2,3.0,2.5,bad
1779,-1.4,-2.9,3.1,1.5,2.5,0.7,-2.2,good
1780,-1.5,-1.5,-1.0,0.3,1.3,2.9,-2.4,bad
1781,2.6,-2.0,1.4,-0.3,1.3,-0.7,3.8,good
1782,3.7,0.7,-2.4,0.0,1.7,1.3,2.8,good
1783,-3.1,-1.3,-4.1,0.4,0.0,2.9,-4.1,bad
1784,-1.7,-0.4,1.4,0.5,1.6,-0.7,-4.3,good
1785,1.3,-2.0,-0.1,2.4,1.0,2.3,-0.5,good
1786,-1.6,0.4,-2.0,-0.3,0.2,2.2,-0.6,bad
1787,-2.4,-1.0,1.0,1.7,0.1,1.2,1.0,bad
1788,1.5,-2.4,-2.9,3.2,-2.2,0.4,-0.1,good
1789,-2.1,0.4,0.8,2.7,3.0,-1.2,-0.8,good
1790,0.1,-1.1,0.9,-0.9,-2.1,3.0,-1.2,good
1791,-0.6,-1.4,-0.0,-0.4,3.9,-2.7,0.3,good
1792,-0.6,-0.7,-2.0,1.1,2.1,2.2,-1.3,bad
1793,-1.8,-0.5,-0.1,2.3,0.0,-3.2,0.8,good
1794,-0.9,-2.4,-4.2,0.3,-2.6,4.1,-2.9,bad
1795,-0.3,0.7,-1.5,0.9,0.8,0.8,-0.5,good
1796,-1.2,-1.0,-0.2,0.9,3.6,-0.7,5.1,bad
1797,-0.6,-5.1,1.2,2.3,-3.5,0.4,-3.4,bad
1798,-0.9,0.4,-1.8,3.1,2.5,-0.1,-2.7,good
1799,-1.6,2.3,-0.3,0.9,1.8,-1.4,2.7,bad
1800,-0.6,-1.5,-1.9,0.7,1.2,2.3,-0.7,bad
1801,-4.8,-2.4,1.6,0.9,1.6,3.6,0.9,bad
1802,-4.7,-2.9,1.1,1.1,2.9,4.2,3.2,bad
1803,-0.4,-3.0,0.4,1.9,-0.5,1.4,-1.3,bad
1804,-2.6,0.3,1.7,1.3,2.8,-0.9,-0.6,good
1805,-3.5,-1.1,0.2,2.1,3.2,-0.3,-0.1,good
1806,1.2,-0.2,-0.9,2.2,-1.7,-0.6,1.2,bad
1807,0.6,-2.0,2.1,2.3,1.2,0.9,-0.5,good
1808,-3.2,0.8,0.6,0.1,2.0,-0.9,-3.6,good
1809,-0.0,-1.1,-2.2,0.5,1.1,-0.6,0.8,good
1810,-2.1,-1.9,3.4,-1.4,0.2,1.1,-2.6,good
1811,-0.4,-0.5,-0.5,1.4,2.2,1.1,-0.4,good
1812,-0.6,-0.9,-1.0,2.6,2.0,0.2,-1.7,good
1813,-2.4,-0.1,1.7,-2.7,0.4,0.8,-4.5,good
1814,-1.6,1.5,-2.3,0.8,-0.4,2.2,2.2,bad
1815,-2.0,-0.5,-1.0,1.1,2.9,-3.0,1.4,good
1816,-0.6,-2.0,0.8,0.6,-1.6,1.7,-0.0,bad
1817,0.1,1.6,0.9,3.4,-0.2,-1.3,1.6,bad
1818,-5.3,0.5,0.8,0.6,3.7,-1.7,-1.4,good
1819,-0.4,0.4,-0.6,2.0,-1.9,-2.0,-0.7,good
1820,-2.0,2.1,0.6,2.3,2.5,-1.4,-1.7,good
1821,1.5,-1.2,0.3,-0.3,-2.0,3.0,-0.4,good
1822,0.6,-4.2,0.8,0.4,-0.3,3.7,-1.2,bad
1823,-0.8,-3.8,1.1,-0.1,4.0,-3.1,1.1,good
1824,-0.0,-1.5,0.9,1.7,-1.7,-1.8,-1.7,bad
1825,-1.8,-1.6,-1.1,0.3,1.4,1.0,2.0,bad
1826,-0.6,-3.8,1.9,1.5,0.1,2.9,0.8,good
1827,2.2,1.4,-1.6,3.3,2.1,-1.5,3.6,good
1828,-0.6,-0.6,0.1,1.6,1.3,-1.7,4.1,bad
1829,-4.1,1.8,-0.6,0.1,-0.1,-3.1,0.5,good
1830,2.5,-1.4,-3.6,-1.2,3.1,0.6,0.0,bad
1831,-1.0,1.0,-2.2,0.8,-0.6,0.7,0.1,bad
1832,-3.3,-3.9,-1.2,1.1,-2.0,3.1,-4.0,bad
1833,-3.5,-2.4,0.2,1.0,1.6,1.2,5.4,bad
1834,-1.5,0.0,-1.3,1.3,1.6,1.1,-1.4,good
1835,-3.4,0.1,0.8,3.0,-4.2,1.8,-1.1,bad
1836,-0.4,-1.2,-0.5,3.0,2.3,-3.2,2.9,good
1837,-1.9,-2.3,-2.7,2.7,-0.2,-1.8,-2.2,good
1838,-3.7,-1.2,4.0,-0.2,2.1,-0.7,-2.7,good
1839,0.5,-1.9,1.2,1.9,0.4,1.8,1.5,good
1840,-1.9,-2.8,-1.8,-0.4,2.4,3.6,-0.7,bad
1841,0.8,-1.8,-0.1,1.3,2.6,-2.2,0.9,good
1842,-1.8,-0.1,-0.4,2.4,1.7,-0.1,-2.3,good
1843,-2.0,-1.3,1.8,1.3,2.4,-1.1,-4.8,good
1844,1.3,-0.7,-0.8,-0.5,2.9,-1.0,2.1,good
1845,-2.6,-1.3,0.4,2.8,0.3,-3.9,1.2,good
1846,-1.4,0.7,1.5,1.9,2.8,-1.6,-2.8,good
1847,2.5,1.2,-2.2,-0.2,0.7,0.5,0.3,good
1848,-5.3,-1.8,0.7,0.8,3.6,2.8,2.8,bad
1849,0.4,-1.4,-0.7,-1.0,-0.4,3.4,-1.8,good
1850,-1.0,-2.1,-2.3,-0.5,3.7,3.6,-0.2,bad
1851,-1.0,0.1,-1.0,-0.4,-0.0,-1.0,0.3,good
1852,-1.4,-2.7,-2.6,1.1,1.2,4.4,0.6,bad
1853,-1.2,2.4,3.5,-1.5,-2.8,-2.5,2.9,good
1854,-3.5,-1.0,2.6,1.4,2.1,-1.1,-2.3,good
1855,-1.7,1.9,-0.2,2.0,-1.3,-2.6,1.4,good
1856,-1.8,-1.3,-0.5,1.6,0.0,2.3,-0.2,bad
1857,-1.9,-1.4,2.2,2.1,2.0,0.2,-0.8,good
1858,-0.3,-3.0,-0.3,1.1,1.0,-1.3,2.5,good
1859,3.3,-2.3,0.1,1.8,2.4,-1.0,4.1,good
1860,0.7,-0.9,-2.2,0.9,1.7,2.1,-1.1,bad
1861,0.0,-0.6,1.8,-1.5,-3.0,2.0,-0.3,good
1862,0.2,-0.8,-4.1,3.3,-0.7,2.7,0.7,bad
1863,-1.0,1.9,-0.7,2.3,0.9,-0.3,-1.8,good
1864,0.5,-4.7,2.3,1.4,1.2,2.8,0.7,good
1865,0.1,-1.9,0.3,0.3,-2.3,0.2,-1.6,bad
1866,-2.5,-0.2,0.6,3.3,-4.2,3.6,-5.0,bad
1867,-1.4,-1.9,-0.8,2.2,1.3,2.0,3.4,bad
1868,-1.7,-1.3,3.2,0.3,-0.5,1.5,3.3,good
1869,0.1,-1.2,-2.7,1.1,0.7,1.6,0.7,bad
1870,2.3,0.6,-2.2,2.7,1.8,-0.4,4.6,good
1871,-3.0,-0.2,3.2,0.4,2.0,-1.9,-4.5,good
1872,1.2,-1.8,-2.8,0.6,2.4,2.3,-0.6,bad
1873,-2.0,-1.5,-1.1,1.6,-1.2,3.8,-3.9,bad
1874,-4.9,-2.8,0.3,1.3,0.4,4.8,0.3,bad
1875,-0.7,-1.1,2.7,0.5,-0.5,1.7,1.1,good
1876,-1.4,-0.1,-2.8,1.5,0.8,2.2,-0.4,bad
1877,1.1,-0.6,-1.2,-0.4,1.2,-0.1,1.6,good
1878,-2.0,-2.2,-3.2,-1.1,4.3,3.0,1.4,bad
1879,-2.6,0.9,-2.5,0.3,-1.2,2.2,0.3,bad
1880,-3.0,-0.6,-0.1,2.5,1.9,2.4,1.3,bad
1881,-0.5,-1.1,0.5,1.3,0.6,-2.5,1.0,good
1882,-0.4,0.4,-2.4,2.8,3.8,-0.8,-2.9,good
1883,-3.6,2.1,-0.2,-0.8,1.4,-0.4,-0.8,bad
1884,-2.8,-1.3,-1.8,1.7,-0.7,3.8,-0.5,bad
1885,-1.7,0.5,0.9,-1.9,-1.0,1.4,-2.6,good
1886,-1.6,-1.3,1.1,3.2,-4.2,0.5,0.2,bad
1887,-0.8,-1.7,0.5,-2.8,2.3,-0.9,1.4,good
1888,-0.8,0.3,0.4,1.3,-0.2,-1.2,-0.1,bad
1889,-1.5,0.4,-1.6,1.4,1.6,1.2,-1.0,good
1890,1.1,-0.9,-2.6,2.9,-1.0,-0.6,-1.2,bad
1891,0.6,-0.1,-2.0,3.0,-1.6,-0.8,0.4,good
1892,-1.3,-3.5,3.5,0.3,0.8,1.9,-0.7,good
1893,1.5,-1.1,-0.7,-2.0,2.7,-0.2,1.1,good
1894,-0.6,-1.6,0.9,-0.6,0.6,2.4,-2.2,good
1895,-0.3,-1.2,-0.2,2.2,-1.2,-1.3,-1.6,bad
1896,-2.7,-0.4,-0.2,0.4,2.7,0.7,0.7,bad
1897,-1.0,-0.9,-3.3,-0.5,3.3,4.4,-2.4,bad
1898,-1.1,0.1,-0.9,1.7,-3.3,0.9,1.9,bad
1899,3.7,-4.1,-3.2,0.4,3.6,0.8,-1.9,good
1900,1.4,-3.3,-2.6,3.1,0.2,-0.4,-0.3,good
1901,2.0,-4.9,1.1,0.5,3.9,-1.6,3.2,good
1902,-3.1,-2.0,-1.2,1.7,-1.0,3.0,0.9,bad
1903,-3.1,-1.8,3.2,0.6,2.4,-0.0,-1.1,good
1904,3.3,-1.8,-4.9,-1.1,2.4,0.5,-0.6,bad
1905,-1.3,-1.7,-0.7,2.8,-2.5,2.2,-0.2,bad
1906,0.5,-2.6,-0.4,2.6,1.7,2.9,-1.5,good
1907,-0.4,-0.3,-0.8,0.0,-1.5,0.2,-1.0,bad
1908,0.8,-1.4,-0.3,1.7,-1.3,1.4,0.8,bad
1909,1.4,-0.1,-4.5,3.2,-1.4,1.0,0.0,good
1910,3.4,0.9,-2.6,0.9,-2.3,2.0,0.6,good
